	model	target	micro-precision	micro-recall	micro-f1	macro-precision	macro-recall	macro-f1	accuracy
22	../midterm/ReplicateMcCoy/models/bert_07	entailment	1.0	0.8279569892473119	0.9058823529411765	1.0	0.8279569892473119	0.9058823529411765	0.8279569892473119
23	../midterm/ReplicateMcCoy/models/bert_07	neutral	1.0	0.8177117000646412	0.8997155049786628	1.0	0.8177117000646412	0.8997155049786628	0.8177117000646412
24	../midterm/ReplicateMcCoy/models/bert_08	contradiction	1.0	0.8631645171437559	0.9265574877595812	1.0	0.8631645171437559	0.9265574877595812	0.8631645171437559
25	../midterm/ReplicateMcCoy/models/bert_08	entailment	1.0	0.8256320836965998	0.9044890162368672	1.0	0.8256320836965998	0.9044890162368672	0.8256320836965998
26	../midterm/ReplicateMcCoy/models/bert_08	neutral	1.0	0.8222365869424693	0.9024476764810216	1.0	0.8222365869424693	0.9024476764810216	0.8222365869424693
27	../midterm/ReplicateMcCoy/models/bert_09	contradiction	1.0	0.8628499528153507	0.9263762242485646	1.0	0.8628499528153507	0.9263762242485646	0.8628499528153507
28	../midterm/ReplicateMcCoy/models/bert_09	entailment	1.0	0.8352223190932868	0.9102137767220903	1.0	0.8352223190932868	0.9102137767220903	0.8352223190932868
29	../midterm/ReplicateMcCoy/models/bert_09	neutral	1.0	0.8164188752424046	0.898932384341637	1.0	0.8164188752424046	0.898932384341637	0.8164188752424046
30	../midterm/ReplicateMcCoy/models/bert_10	contradiction	1.0	0.8606480025165146	0.925105663567202	1.0	0.8606480025165146	0.925105663567202	0.8606480025165146
31	../midterm/ReplicateMcCoy/models/bert_10	entailment	1.0	0.8299912816041848	0.9070986183897094	1.0	0.8299912816041848	0.9070986183897094	0.8299912816041848
32	../midterm/ReplicateMcCoy/models/bert_10	neutral	1.0	0.8202973497091144	0.9012784090909091	1.0	0.8202973497091144	0.9012784090909091	0.8202973497091144
33	../midterm/ReplicateMcCoy/models/bert_11	contradiction	1.0	0.8597043095312992	0.9245602165087957	1.0	0.8597043095312992	0.9245602165087957	0.8597043095312992
34	../midterm/ReplicateMcCoy/models/bert_11	entailment	1.0	0.8305725079918629	0.9074456262898873	1.0	0.8305725079918629	0.9074456262898873	0.8305725079918629
35	../midterm/ReplicateMcCoy/models/bert_11	neutral	1.0	0.8257918552036199	0.9045848822800495	1.0	0.8257918552036199	0.9045848822800495	0.8257918552036199
36	../midterm/ReplicateMcCoy/models/bert_12	contradiction	1.0	0.867253853413023	0.9289083557951483	1.0	0.867253853413023	0.9289083557951483	0.867253853413023
37	../midterm/ReplicateMcCoy/models/bert_12	entailment	1.0	0.8294100552165068	0.9067513899920572	1.0	0.8294100552165068	0.9067513899920572	0.8294100552165068
38	../midterm/ReplicateMcCoy/models/bert_12	neutral	1.0	0.8244990303813833	0.9038086802480071	1.0	0.8244990303813833	0.9038086802480071	0.8244990303813833
39	../midterm/ReplicateMcCoy/models/bert_13	contradiction	1.0	0.8659955960994024	0.928186109238031	1.0	0.8659955960994024	0.928186109238031	0.8659955960994024
40	../midterm/ReplicateMcCoy/models/bert_13	entailment	1.0	0.8360941586748039	0.9107312440645774	1.0	0.8360941586748039	0.9107312440645774	0.8360941586748039
41	../midterm/ReplicateMcCoy/models/bert_13	neutral	1.0	0.826115061409179	0.9047787610619469	1.0	0.826115061409179	0.9047787610619469	0.826115061409179
42	../midterm/ReplicateMcCoy/models/bert_14	contradiction	1.0	0.8666247247562127	0.9285473542298618	1.0	0.8666247247562127	0.9285473542298618	0.8666247247562127
43	../midterm/ReplicateMcCoy/models/bert_14	entailment	1.0	0.8372566114501598	0.9114204365707055	1.0	0.8372566114501598	0.9114204365707055	0.8372566114501598
44	../midterm/ReplicateMcCoy/models/bert_14	neutral	1.0	0.8167420814479638	0.8991282689912827	1.0	0.8167420814479638	0.8991282689912827	0.8167420814479638
45	../midterm/ReplicateMcCoy/models/bert_15	contradiction	1.0	0.8590751808744889	0.9241962774957698	1.0	0.8590751808744889	0.9241962774957698	0.8590751808744889
46	../midterm/ReplicateMcCoy/models/bert_15	entailment	1.0	0.8317349607672189	0.9081389814374108	1.0	0.8317349607672189	0.9081389814374108	0.8317349607672189
47	../midterm/ReplicateMcCoy/models/bert_15	neutral	1.0	0.8144796380090498	0.8977556109725686	1.0	0.8144796380090498	0.8977556109725686	0.8144796380090498
48	../midterm/ReplicateMcCoy/models/bert_16	contradiction	1.0	0.8659955960994024	0.928186109238031	1.0	0.8659955960994024	0.928186109238031	0.8659955960994024
49	../midterm/ReplicateMcCoy/models/bert_16	entailment	1.0	0.8340598663179308	0.9095230549833624	1.0	0.8340598663179308	0.9095230549833624	0.8340598663179308
50	../midterm/ReplicateMcCoy/models/bert_16	neutral	1.0	0.8225597931480284	0.9026423124667494	1.0	0.8225597931480284	0.9026423124667494	0.8225597931480284
51	../midterm/ReplicateMcCoy/models/bert_17	contradiction	1.0	0.8637936458005662	0.9269198312236286	1.0	0.8637936458005662	0.9269198312236286	0.8637936458005662
52	../midterm/ReplicateMcCoy/models/bert_17	entailment	1.0	0.8288288288288288	0.9064039408866995	1.0	0.8288288288288288	0.9064039408866995	0.8288288288288288
53	../midterm/ReplicateMcCoy/models/bert_17	neutral	1.0	0.8254686489980607	0.9043909348441926	1.0	0.8254686489980607	0.9043909348441926	0.8254686489980607
54	../midterm/ReplicateMcCoy/models/bert_18	contradiction	1.0	0.857502359232463	0.923285351397121	1.0	0.857502359232463	0.923285351397121	0.857502359232463
55	../midterm/ReplicateMcCoy/models/bert_18	entailment	1.0	0.8340598663179308	0.9095230549833624	1.0	0.8340598663179308	0.9095230549833624	0.8340598663179308
56	../midterm/ReplicateMcCoy/models/bert_18	neutral	1.0	0.8186813186813187	0.9003021148036253	1.0	0.8186813186813187	0.9003021148036253	0.8186813186813187
57	../midterm/ReplicateMcCoy/models/bert_19	contradiction	1.0	0.8615916955017301	0.9256505576208178	1.0	0.8615916955017301	0.9256505576208178	0.8615916955017301
58	../midterm/ReplicateMcCoy/models/bert_19	entailment	1.0	0.8334786399302528	0.9091773656680933	1.0	0.8334786399302528	0.9091773656680933	0.8334786399302528
59	../midterm/ReplicateMcCoy/models/bert_19	neutral	1.0	0.8219133807369101	0.9022529714387085	1.0	0.8219133807369101	0.9022529714387085	0.8219133807369101
